,filename,sampling_rate,label
0,240512_0069.wav,22050,hp
1,240512_0070.wav,22050,hp
2,humpbackwhale_MB01_01.wav,22050,noaa
3,humpbackwhale_MB02_02.wav,22050,noaa
4,humpbackwhale_MB02_03.wav,22050,noaa
